canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_001464_fde9b049d4,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.78,false
cq_001465_e490091d6d,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,marketing,0.51,true
cq_001466_342208df88,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.83,false
cq_001467_f7920be97f,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,training,0.90,false
cq_001468_10c6d4a466,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.90,false
cq_001469_78c5660e15,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,match-the-following,recruitment,0.79,false
cq_001470_09be0da861,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,statement true/false,recruitment,0.63,true
cq_001471_ab5aaeacf5,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,definition-based,analysis,0.35,true
cq_001472_8ad382fd4f,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of command,0.87,false
cq_001473_d08f66e23f,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of direction,0.89,false
cq_001474_ca3f40b363,Staffing,meaning and importance,Meaning And Importance,,,staffing; human resource management; manpower; competent personnel,definition,principle-identification,equity,0.27,true
cq_001475_9397af89d5,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,discipline,0.52,true
cq_001476_d44b00c1aa,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,marketing,0.53,true
cq_001477_110f8beff7,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,management,0.83,false
cq_001478_d7fad58da0,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.88,false
cq_001479_d46fa30550,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,communication barriers,0.35,true
cq_001480_f52080f9be,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of direction,0.81,false
cq_001481_0117237c76,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,statement true/false,financial risk,0.38,true
cq_001482_319b72cc00,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,match-the-following,scientific management,0.73,true
cq_001483_8b0db4ba8b,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,place/channel,0.91,false
cq_001484_df174be25a,Business Environment,importance of environment,Importance Of Environment,,,early warning; opportunities; threats; coping with rapid changes; planning and policy,definition,definition-based,types of plans,0.87,false
cq_001485_816012eb02,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,case-study diagnosis,environment,0.63,true
cq_001486_6d0cd4c86d,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.89,false
cq_001487_71ff53dde3,Planning,limitations,Limitations,,,limitations of planning; rigidity; dynamic environment; creativity; time consuming; false sense of security,definition,definition-based,types of plans,0.76,false
cq_001488_2a110d4b6e,Planning,importance,Importance,,,importance of planning; reduces uncertainty; reduces overlapping; innovative ideas; decision making,definition,feature-identification,planning,0.67,true
cq_001489_c8c97f482e,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,management,0.86,false
cq_001490_6b81318ec5,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,statement true/false,delegation,0.90,false
cq_001491_c06842b234,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.91,false
cq_001492_d751be9a8b,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,statement true/false,types of plans,0.90,false
cq_001493_db250004dd,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,case-study diagnosis,delegation,0.25,true
cq_001494_edf2519c64,Directing,motivation,Motivation,,,motivation; motive; incentive; positive motivation; negative motivation; financial incentives; non financial incentives,definition,match-the-following,leadership style,0.80,false
